                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                 1.3589,                 1.8031,                0.70137,                 1.0063,                0.82395,                0.80117,                0.87352,                 0.4951,                0.81512,                0.78476,                0.85542,                0.42414,                 1.5499,                 2.1678,                0.80181,                 1.1798,              0.0010256,              0.0010256,              0.0010256
                    101,                 1.3902,                 1.8201,                0.71422,                 1.0132,                0.83349,                0.79598,                0.87575,                0.50596,                0.83444,                 0.7731,                 0.8585,                 0.4366,                  1.478,                 2.1124,                0.81027,                 1.1523,                0.00101,                0.00101,                0.00101
                    102,                 1.3989,                 1.8368,                0.70868,                 1.0132,                0.84311,                0.79125,                0.87388,                0.51137,                0.83279,                0.77742,                0.86004,                0.45653,                  1.398,                 2.0028,                0.78999,                 1.1155,             0.00099445,             0.00099445,             0.00099445
                    103,                 1.3679,                 1.8003,                0.70034,                  1.006,                0.84468,                0.81282,                0.88912,                0.51935,                0.83441,                0.79059,                0.86783,                0.45211,                 1.4301,                 2.0025,                0.74178,                 1.1351,              0.0009789,              0.0009789,              0.0009789
                    104,                 1.3688,                 1.8071,                0.69679,                 1.0099,                0.82633,                0.81971,                0.88211,                0.51172,                0.82513,                0.78735,                 0.8594,                0.44538,                 1.4504,                 2.0389,                0.78125,                 1.1414,             0.00096336,             0.00096336,             0.00096336
                    105,                 1.3553,                 1.7854,                0.69802,                 1.0153,                0.83832,                0.81973,                0.88545,                0.52097,                0.83428,                0.79234,                 0.8667,                 0.4597,                 1.4555,                  2.052,                  0.755,                 1.1512,             0.00094784,             0.00094784,             0.00094784
                    106,                 1.3594,                 1.7857,                0.69045,                 1.0027,                0.83902,                0.81649,                0.88699,                0.52133,                0.83438,                0.79836,                0.87077,                0.45916,                 1.4267,                 2.0309,                0.75198,                 1.1379,             0.00093233,             0.00093233,             0.00093233
                    107,                 1.3466,                 1.7679,                0.67839,                 1.0016,                0.83705,                0.81326,                0.88462,                0.52061,                0.82572,                 0.7921,                0.86313,                0.45733,                 1.4244,                  2.028,                0.76073,                 1.1372,             0.00091683,             0.00091683,             0.00091683
                    108,                 1.3482,                 1.7684,                0.67896,                 1.0071,                0.82267,                0.82211,                0.88364,                0.51746,                0.82832,                0.79059,                0.86558,                0.45813,                 1.4263,                  2.033,                0.76017,                 1.1339,             0.00090136,             0.00090136,             0.00090136
                    109,                 1.3542,                 1.7851,                0.67785,                 1.0046,                0.84464,                0.80754,                0.88579,                0.51872,                0.83544,                0.79339,                0.87007,                0.46132,                 1.4089,                 2.0308,                0.74897,                 1.1186,             0.00088592,             0.00088592,             0.00088592
                    110,                 1.3333,                 1.7512,                 0.6722,                 1.0006,                0.83893,                0.80846,                0.88113,                0.51523,                 0.8318,                0.79145,                0.86693,                0.45945,                 1.4765,                 2.1038,                0.76865,                 1.1583,             0.00087051,             0.00087051,             0.00087051
                    111,                 1.3449,                 1.7508,                0.67984,                0.99712,                 0.8395,                0.81419,                0.88712,                0.52068,                 0.8284,                0.79555,                0.86942,                0.45653,                 1.4217,                 2.0149,                0.75147,                  1.123,             0.00085513,             0.00085513,             0.00085513
                    112,                 1.3335,                 1.7431,                0.67495,                0.99369,                0.82552,                0.82738,                0.89145,                0.52399,                0.82771,                0.79657,                0.87121,                0.45995,                  1.395,                 1.9763,                0.73628,                 1.1161,             0.00083979,             0.00083979,             0.00083979
                    113,                  1.333,                 1.7461,                0.66906,                 1.0052,                0.82391,                0.82327,                0.88724,                0.52508,                0.81523,                0.80829,                0.86992,                0.46324,                 1.4208,                 2.0247,                0.75785,                 1.1316,             0.00082449,             0.00082449,             0.00082449
                    114,                 1.3499,                 1.7635,                0.68122,                 1.0036,                0.83156,                0.81995,                0.88736,                0.52395,                0.83291,                0.79743,                0.87095,                0.46438,                 1.4277,                 2.0051,                 0.7513,                 1.1326,             0.00080924,             0.00080924,             0.00080924
                    115,                  1.335,                 1.7504,                0.67793,                0.99152,                0.84467,                 0.8183,                0.89067,                 0.5245,                0.83941,                0.79965,                0.87584,                0.46557,                  1.412,                 2.0002,                0.73977,                 1.1151,             0.00079404,             0.00079404,             0.00079404
                    116,                 1.3344,                 1.7428,                0.66971,                0.99469,                 0.8322,                0.81801,                0.88603,                0.52139,                 0.8341,                0.79491,                0.87005,                0.46302,                 1.4545,                 2.0154,                0.75916,                 1.1514,             0.00077889,             0.00077889,             0.00077889
                    117,                 1.3452,                 1.7717,                0.67683,                 1.0007,                0.82735,                0.82352,                 0.8845,                0.51902,                0.83319,                0.79879,                0.86943,                0.46256,                 1.4222,                 1.9827,                0.74292,                 1.1275,              0.0007638,              0.0007638,              0.0007638
                    118,                 1.3393,                 1.7508,                0.67509,                0.99993,                0.84364,                0.80837,                0.88632,                 0.5199,                0.83184,                0.78649,                0.86812,                 0.4643,                 1.4381,                 2.0294,                0.73839,                 1.1374,             0.00074877,             0.00074877,             0.00074877
                    119,                 1.3314,                 1.7229,                0.67346,                0.99032,                0.84374,                0.81282,                 0.8894,                0.51889,                0.83366,                0.79102,                0.86894,                 0.4527,                 1.4924,                 2.0556,                0.76377,                 1.1627,              0.0007338,              0.0007338,              0.0007338
                    120,                  1.329,                 1.7286,                0.66679,                0.98972,                0.84499,                0.81559,                0.89026,                0.52425,                0.84347,                 0.7934,                 0.8751,                0.46138,                 1.4295,                 2.0116,                0.71421,                 1.1312,              0.0007189,              0.0007189,              0.0007189
                    121,                 1.3267,                 1.7275,                0.66502,                0.98629,                 0.8488,                0.81326,                0.88854,                0.52022,                0.83983,                 0.7975,                0.87168,                0.46406,                  1.429,                 2.0357,                0.72335,                 1.1295,             0.00070407,             0.00070407,             0.00070407
                    122,                  1.312,                 1.7034,                0.64623,                  0.984,                0.84085,                0.82236,                 0.8894,                0.52926,                0.83577,                0.80419,                0.87417,                0.47141,                 1.3912,                 1.9623,                0.72044,                 1.1131,             0.00068932,             0.00068932,             0.00068932
                    123,                 1.2995,                 1.7038,                0.65849,                0.98443,                  0.841,                 0.8275,                0.89218,                0.53008,                 0.8333,                 0.8057,                0.87457,                0.47033,                 1.3967,                 1.9506,                0.71747,                 1.1137,             0.00067465,             0.00067465,             0.00067465
                    124,                 1.3157,                 1.7146,                0.65882,                0.99274,                0.84224,                0.82177,                0.89114,                0.52232,                0.83292,                0.80289,                0.87248,                0.45621,                 1.3997,                 1.9571,                 0.7222,                 1.1144,             0.00066006,             0.00066006,             0.00066006
                    125,                  1.301,                 1.7122,                0.65062,                0.98738,                0.83834,                0.82556,                0.89144,                0.52504,                0.82935,                0.80829,                0.87674,                0.46583,                 1.3936,                 1.9587,                 0.7136,                 1.1111,             0.00064556,             0.00064556,             0.00064556
                    126,                 1.3029,                 1.7247,                0.65582,                0.98428,                0.83467,                0.83053,                0.89163,                0.52474,                0.83297,                0.80318,                0.87334,                 0.4631,                 1.4408,                 2.0123,                0.72612,                 1.1422,             0.00063114,             0.00063114,             0.00063114
                    127,                 1.3102,                 1.7114,                0.66166,                0.99008,                0.83918,                0.83249,                0.89196,                0.52333,                0.83314,                0.81023,                0.87409,                0.45971,                  1.444,                 2.0621,                0.74169,                 1.1393,             0.00061682,             0.00061682,             0.00061682
                    128,                 1.3023,                 1.7019,                0.65537,                0.98817,                0.83297,                0.83269,                0.89231,                0.52713,                0.82163,                0.81349,                 0.8764,                0.47039,                 1.4126,                 2.0135,                0.73998,                 1.1244,              0.0006026,              0.0006026,              0.0006026
                    129,                  1.297,                 1.7026,                0.65548,                  0.981,                0.83905,                0.81714,                0.88927,                0.52409,                0.83147,                0.79663,                0.87196,                0.46034,                 1.4379,                 2.0481,                0.74402,                 1.1322,             0.00058848,             0.00058848,             0.00058848
                    130,                 1.3147,                 1.7068,                0.66079,                0.99106,                0.84001,                0.83117,                 0.8941,                0.52639,                0.83581,                0.80334,                0.87276,                0.45797,                 1.4167,                 1.9716,                0.71675,                  1.121,             0.00057446,             0.00057446,             0.00057446
                    131,                 1.3003,                 1.7076,                0.64603,                0.99153,                0.85023,                0.80763,                0.89099,                0.52923,                0.84312,                0.78664,                 0.8699,                0.46091,                 1.4123,                 1.9823,                0.72037,                 1.1327,             0.00056055,             0.00056055,             0.00056055
                    132,                 1.3152,                 1.7219,                0.65982,                0.99345,                0.84599,                0.81649,                0.88926,                0.52808,                0.83706,                0.80073,                 0.8737,                0.46831,                  1.392,                 1.9468,                0.71365,                 1.1111,             0.00054675,             0.00054675,             0.00054675
                    133,                 1.3011,                 1.6972,                0.65062,                0.99196,                 0.8363,                0.82718,                0.89278,                0.52271,                0.83584,                0.80462,                0.87436,                0.45204,                  1.435,                 1.9885,                0.76629,                 1.1262,             0.00053306,             0.00053306,             0.00053306
                    134,                 1.3109,                 1.7087,                0.65371,                0.98906,                0.83179,                0.83657,                0.89346,                 0.5284,                 0.8291,                0.81434,                0.87633,                0.46425,                 1.3909,                  1.968,                0.71841,                 1.1073,              0.0005195,              0.0005195,              0.0005195
                    135,                 1.2852,                 1.6686,                0.63837,                 0.9796,                0.83476,                0.83722,                0.89321,                0.53193,                0.83215,                0.80917,                0.87505,                0.47599,                  1.373,                 1.9686,                0.71538,                 1.1013,             0.00050605,             0.00050605,             0.00050605
                    136,                  1.299,                 1.6855,                0.65356,                0.98479,                0.83703,                0.83117,                0.89107,                0.53006,                0.82792,                0.81328,                0.87402,                0.46946,                  1.387,                 1.9862,                0.72275,                 1.1108,             0.00049273,             0.00049273,             0.00049273
                    137,                 1.2824,                  1.682,                0.64369,                  0.983,                0.84007,                0.83804,                0.89454,                0.53219,                0.84093,                0.81369,                0.87877,                0.47528,                 1.3672,                 1.9411,                0.71713,                 1.1001,             0.00047953,             0.00047953,             0.00047953
                    138,                 1.2536,                 1.6459,                0.62465,                0.97396,                0.83783,                0.83484,                0.89377,                0.53149,                0.83226,                0.82262,                 0.8822,                 0.4814,                 1.3773,                 1.9615,                0.70706,                 1.1074,             0.00046647,             0.00046647,             0.00046647
                    139,                 1.2832,                 1.6766,                 0.6354,                0.98301,                0.83561,                0.83183,                0.89201,                0.52995,                0.84004,                0.80498,                0.87835,                0.47641,                 1.3853,                 1.9551,                0.72766,                 1.1082,             0.00045354,             0.00045354,             0.00045354
                    140,                 1.2739,                 1.6724,                0.63829,                 0.9742,                0.83705,                0.81757,                0.88661,                0.52627,                0.82618,                0.80349,                 0.8751,                0.47514,                 1.3952,                 2.0125,                0.75042,                 1.1196,             0.00044074,             0.00044074,             0.00044074
                    141,                 1.2628,                 1.6433,                0.63156,                0.97192,                0.83912,                0.83328,                 0.8925,                0.52719,                0.82821,                 0.8139,                0.87474,                0.46495,                 1.3997,                 1.9839,                0.71958,                 1.1212,             0.00042809,             0.00042809,             0.00042809
                    142,                 1.2717,                 1.6606,                0.63635,                0.97667,                0.83796,                0.82283,                0.89219,                0.52568,                 0.8381,                0.79922,                0.87499,                0.46573,                 1.4097,                 2.0014,                  0.721,                 1.1242,             0.00041558,             0.00041558,             0.00041558
                    143,                 1.2595,                 1.6467,                0.63138,                 0.9725,                0.83786,                0.82923,                0.89056,                0.52711,                0.82548,                0.81384,                0.87492,                0.46688,                 1.4077,                 1.9957,                0.71885,                 1.1207,             0.00040322,             0.00040322,             0.00040322
                    144,                 1.2761,                 1.6749,                0.63631,                0.97337,                0.84609,                 0.8284,                0.89408,                0.52869,                0.83747,                0.81174,                0.87739,                0.47026,                 1.3921,                 1.9841,                0.71019,                 1.1132,             0.00039101,             0.00039101,             0.00039101
                    145,                 1.2921,                 1.6848,                0.64338,                0.97794,                0.84246,                0.83125,                  0.892,                0.52721,                0.83485,                0.81413,                0.87728,                0.47004,                 1.4263,                 2.0152,                0.72322,                 1.1354,             0.00037895,             0.00037895,             0.00037895
                    146,                 1.2633,                 1.6425,                0.62548,                0.97567,                0.82908,                0.83675,                0.89205,                0.53265,                 0.8321,                0.81174,                 0.8766,                0.47436,                 1.3822,                 1.9809,                0.70144,                 1.1127,             0.00036705,             0.00036705,             0.00036705
                    147,                 1.2673,                 1.6489,                0.63617,                0.97142,                0.84575,                0.82858,                0.89375,                0.53186,                0.83751,                0.80788,                0.87415,                 0.4724,                 1.3832,                 1.9704,                0.70683,                 1.1067,              0.0003553,              0.0003553,              0.0003553
                    148,                 1.2591,                 1.6428,                0.63161,                0.97148,                0.84118,                0.83139,                0.89351,                0.53266,                0.83957,                0.80484,                0.87616,                0.47383,                 1.3761,                 1.9597,                0.70715,                 1.1018,             0.00034372,             0.00034372,             0.00034372
                    149,                 1.2634,                 1.6471,                0.63009,                0.96923,                0.84489,                 0.8314,                0.89507,                0.53418,                 0.8452,                0.81174,                0.88101,                0.47655,                 1.3777,                 1.9748,                 0.6955,                 1.1073,              0.0003323,              0.0003323,              0.0003323
                    150,                 1.2493,                 1.6404,                 0.6299,                0.97647,                0.84441,                0.83333,                0.89488,                0.53376,                0.83847,                0.81471,                0.87902,                0.47386,                 1.3838,                 1.9825,                0.70295,                 1.1111,             0.00032105,             0.00032105,             0.00032105
                    151,                 1.2648,                   1.65,                0.63366,                0.98044,                0.84074,                0.83592,                0.89417,                0.53363,                0.84061,                0.80829,                0.87798,                0.46963,                  1.384,                 1.9638,                0.70293,                 1.1104,             0.00030996,             0.00030996,             0.00030996
                    152,                 1.2476,                 1.6308,                 0.6205,                0.96993,                0.84806,                0.82544,                0.89236,                 0.5313,                0.84113,                0.80656,                0.87595,                0.47142,                 1.3884,                 2.0179,                0.69657,                 1.1183,             0.00029905,             0.00029905,             0.00029905
                    153,                 1.2402,                 1.6062,                0.62436,                 0.9721,                0.83627,                0.83636,                0.89259,                 0.5295,                0.83476,                0.80743,                0.87524,                0.46913,                 1.3903,                 1.9822,                0.70043,                 1.1195,             0.00028832,             0.00028832,             0.00028832
                    154,                 1.2594,                 1.6541,                0.62591,                0.97882,                0.84336,                0.83506,                0.89471,                0.53261,                0.83889,                0.81606,                 0.8794,                0.46773,                 1.3726,                 1.9397,                0.69884,                 1.1067,             0.00027777,             0.00027777,             0.00027777
                    155,                 1.2544,                 1.6431,                0.62455,                0.97626,                0.84223,                0.83327,                0.89134,                0.53419,                0.82818,                0.81478,                0.87405,                0.47086,                 1.3721,                 1.9303,                0.70601,                 1.1015,             0.00026739,             0.00026739,             0.00026739
                    156,                 1.2459,                 1.6168,                0.62156,                0.96878,                0.84168,                0.83938,                0.89377,                0.53466,                0.83208,                0.82103,                0.87822,                0.47534,                 1.3848,                  1.962,                0.69619,                 1.1098,              0.0002572,              0.0002572,              0.0002572
                    157,                 1.2353,                 1.6269,                0.61313,                 0.9696,                0.84515,                0.83355,                0.89341,                0.53458,                0.83755,                0.81032,                0.87671,                0.47443,                  1.369,                 1.9406,                0.69559,                 1.1038,             0.00024719,             0.00024719,             0.00024719
                    158,                 1.2381,                 1.6292,                0.61843,                0.97355,                0.83399,                 0.8416,                0.89439,                0.53651,                0.82854,                0.81267,                0.87362,                0.47792,                 1.3631,                 1.9278,                0.68312,                 1.0974,             0.00023737,             0.00023737,             0.00023737
                    159,                 1.2457,                 1.6184,                 0.6247,                0.97049,                0.84144,                0.83269,                0.89364,                0.53396,                0.83881,                 0.8044,                0.87551,                0.47517,                 1.3579,                 1.9584,                0.68899,                  1.097,             0.00022775,             0.00022775,             0.00022775
                    160,                 1.2435,                 1.6237,                0.61715,                 0.9675,                0.84986,                0.82275,                0.89101,                0.53124,                0.84025,                0.80117,                0.87373,                0.46985,                 1.3613,                 1.9452,                0.68193,                 1.1015,             0.00021831,             0.00021831,             0.00021831
                    161,                 1.2364,                 1.6125,                0.61648,                0.96193,                0.83917,                0.82837,                0.89137,                0.52672,                0.82762,                0.81053,                0.87277,                0.45856,                 1.3806,                 1.9673,                0.68616,                 1.1115,             0.00020907,             0.00020907,             0.00020907
                    162,                 1.2314,                 1.6134,                0.61213,                0.96708,                0.84035,                0.83225,                0.89248,                0.53235,                0.83472,                0.81261,                0.87716,                0.47244,                 1.3635,                 1.9489,                0.69151,                 1.0993,             0.00020003,             0.00020003,             0.00020003
                    163,                 1.2322,                 1.5956,                  0.609,                0.96521,                0.85218,                0.82391,                0.89219,                0.53506,                0.84369,                0.80636,                0.87638,                0.47548,                 1.3639,                 1.9409,                0.68788,                 1.0985,             0.00019119,             0.00019119,             0.00019119
                    164,                 1.2268,                 1.6109,                0.60718,                0.96988,                0.84139,                0.83182,                0.89375,                0.53263,                0.83712,                0.80699,                0.87488,                0.47228,                 1.3691,                 1.9431,                 0.6789,                 1.1039,             0.00018255,             0.00018255,             0.00018255
                    165,                 1.2526,                 1.6185,                0.61881,                0.97467,                0.83585,                0.83657,                0.89324,                0.53331,                0.84223,                0.80073,                0.87563,                0.46753,                 1.3978,                 1.9841,                0.68878,                 1.1158,             0.00017412,             0.00017412,             0.00017412
                    166,                 1.2267,                 1.6045,                0.61381,                0.97255,                0.83813,                 0.8342,                0.89249,                0.53329,                0.83279,                0.81218,                0.87733,                0.47447,                 1.3836,                 1.9751,                0.69128,                 1.1099,             0.00016589,             0.00016589,             0.00016589
                    167,                  1.233,                 1.6137,                0.61354,                0.96816,                0.84251,                0.82427,                0.89133,                0.53216,                0.83614,                0.79757,                 0.8732,                0.47261,                 1.3683,                 1.9542,                0.69344,                 1.1025,             0.00015787,             0.00015787,             0.00015787
                    168,                 1.2289,                 1.5985,                0.60889,                0.96287,                0.83932,                0.83074,                0.89264,                0.53287,                0.83896,                0.79967,                0.87428,                0.46933,                 1.3766,                 1.9565,                0.69364,                 1.1034,             0.00015005,             0.00015005,             0.00015005
                    169,                 1.2408,                 1.6135,                0.61974,                0.96121,                  0.845,                0.82856,                0.89387,                 0.5343,                0.83593,                0.80807,                0.87585,                0.47515,                   1.37,                 1.9512,                0.69155,                 1.0993,             0.00014246,             0.00014246,             0.00014246
                    170,                 1.2177,                  1.587,                0.60847,                0.96011,                0.84172,                0.83204,                0.89387,                0.53416,                0.84322,                0.79771,                0.87557,                0.47118,                 1.3651,                 1.9635,                0.68484,                 1.0991,             0.00013507,             0.00013507,             0.00013507
                    171,                 1.2259,                 1.5882,                0.60904,                0.96085,                0.84518,                0.82858,                0.89335,                0.53275,                 0.8351,                0.80894,                0.87619,                0.46879,                  1.377,                 1.9629,                0.68475,                 1.1061,              0.0001279,              0.0001279,              0.0001279
                    172,                 1.2212,                 1.5845,                0.60746,                0.96255,                0.84322,                0.83256,                0.89418,                0.53509,                 0.8416,                0.80332,                 0.8755,                 0.4704,                 1.3681,                 1.9552,                0.67876,                 1.1039,             0.00012095,             0.00012095,             0.00012095
                    173,                 1.2164,                 1.5756,                0.60615,                0.94758,                0.84025,                0.83247,                0.89322,                0.53458,                0.84053,                 0.8003,                0.87501,                0.46914,                 1.3686,                 1.9523,                0.68892,                 1.1029,             0.00011422,             0.00011422,             0.00011422
                    174,                 1.2239,                 1.5895,                0.60517,                0.96368,                0.84061,                0.83344,                0.89339,                0.53309,                0.85007,                0.79443,                0.87559,                0.46893,                   1.37,                  1.958,                 0.6846,                 1.1069,             0.00010771,             0.00010771,             0.00010771
                    175,                 1.2117,                 1.5831,                 0.6033,                0.95712,                0.82891,                0.84585,                0.89429,                0.53482,                0.84295,                0.80072,                0.87685,                0.47161,                 1.3657,                 1.9618,                0.67771,                 1.1035,             0.00010142,             0.00010142,             0.00010142
                    176,                 1.2138,                 1.5845,                 0.6024,                0.96317,                0.83945,                0.83758,                0.89481,                0.53534,                  0.841,                0.80275,                0.87823,                0.47276,                 1.3651,                 1.9603,                0.68431,                 1.1022,             9.5359e-05,             9.5359e-05,             9.5359e-05
                    177,                 1.2081,                 1.5842,                0.60009,                0.96274,                0.85272,                0.82686,                0.89455,                0.53511,                0.84203,                0.80592,                0.87761,                0.47363,                 1.3667,                 1.9733,                0.68666,                 1.1018,             8.9521e-05,             8.9521e-05,             8.9521e-05
                    178,                 1.2041,                 1.5745,                0.60299,                0.95943,                0.84362,                0.83161,                0.89339,                0.53395,                0.84106,                0.80312,                0.87553,                0.47135,                 1.3683,                 1.9746,                0.68525,                 1.1044,              8.391e-05,              8.391e-05,              8.391e-05
                    179,                 1.2132,                 1.5843,                0.60756,                0.96258,                0.83882,                0.83365,                0.89254,                 0.5334,                0.84862,                0.79027,                0.87459,                0.46765,                 1.3677,                 1.9616,                0.68303,                 1.1039,             7.8528e-05,             7.8528e-05,             7.8528e-05
                    180,                 1.2261,                 1.5927,                0.60667,                0.96214,                0.84484,                0.82923,                0.89419,                0.53385,                0.83912,                 0.8044,                0.87649,                0.47003,                 1.3709,                 1.9586,                  0.679,                 1.1071,             7.3375e-05,             7.3375e-05,             7.3375e-05
                    181,                 1.2286,                 1.5888,                0.60923,                0.96376,                0.84212,                 0.8337,                 0.8938,                0.53433,                0.84952,                0.79901,                0.87752,                0.47186,                 1.3743,                  1.964,                0.67731,                 1.1106,             6.8454e-05,             6.8454e-05,             6.8454e-05
                    182,                 1.2067,                 1.5715,                0.60297,                0.96761,                0.84084,                0.83487,                 0.8944,                0.53389,                0.83815,                0.80945,                0.87772,                0.47129,                 1.3758,                 1.9548,                0.68244,                 1.1112,             6.3765e-05,             6.3765e-05,             6.3765e-05
                    183,                 1.2186,                 1.5862,                0.60433,                0.96237,                0.84063,                0.83744,                0.89464,                0.53482,                0.83015,                 0.8139,                0.87771,                0.46973,                 1.3773,                 1.9592,                0.67987,                 1.1108,             5.9309e-05,             5.9309e-05,             5.9309e-05
                    184,                 1.2235,                 1.6002,                0.60864,                0.96591,                0.83993,                0.83491,                0.89391,                0.53368,                0.85636,                0.79016,                0.87845,                0.47012,                 1.3736,                  1.968,                0.68102,                 1.1073,             5.5088e-05,             5.5088e-05,             5.5088e-05
                    185,                 1.2113,                 1.5906,                0.60476,                0.96157,                0.84218,                0.83441,                0.89471,                0.53445,                0.84777,                0.80192,                 0.8788,                0.47186,                 1.3753,                 1.9736,                0.68218,                 1.1102,             5.1103e-05,             5.1103e-05,             5.1103e-05
                    186,                 1.2104,                 1.5674,                 0.5999,                0.95576,                0.84455,                0.83275,                0.89432,                0.53434,                0.85147,                 0.7962,                0.87727,                0.47291,                 1.3673,                 1.9586,                0.67593,                 1.1052,             4.7354e-05,             4.7354e-05,             4.7354e-05
                    187,                 1.2086,                 1.5815,                 0.6036,                0.96278,                0.85022,                0.82841,                0.89498,                0.53325,                0.85385,                 0.7946,                0.87638,                0.47018,                 1.3666,                 1.9583,                0.68012,                 1.1042,             4.3842e-05,             4.3842e-05,             4.3842e-05
                    188,                  1.225,                 1.5904,                0.60755,                0.96509,                0.84053,                0.83592,                0.89463,                 0.5349,                0.84892,                0.80052,                0.87856,                 0.4733,                 1.3643,                 1.9532,                0.67804,                 1.1031,             4.0569e-05,             4.0569e-05,             4.0569e-05
                    189,                 1.2177,                 1.5835,                0.60561,                0.96356,                0.84827,                0.82919,                0.89364,                0.53555,                0.84882,                0.80001,                0.87724,                0.47284,                 1.3632,                  1.951,                0.68176,                 1.1027,             3.7536e-05,             3.7536e-05,             3.7536e-05
                    190,                 1.2201,                 1.5868,                0.60894,                0.97086,                 0.8443,                 0.8342,                0.89412,                0.53461,                0.83721,                0.81045,                0.87767,                0.47595,                 1.3611,                 1.9567,                0.68193,                 1.1025,             3.4742e-05,             3.4742e-05,             3.4742e-05
                    191,                 1.2189,                  1.597,                0.61376,                0.98285,                0.84609,                0.82959,                0.89198,                0.53175,                 0.8463,                0.80635,                0.87818,                0.47266,                 1.3726,                  1.968,                0.68842,                  1.105,             3.2189e-05,             3.2189e-05,             3.2189e-05
                    192,                 1.1972,                 1.5535,                0.59268,                0.97338,                0.85263,                 0.8247,                 0.8931,                 0.5321,                0.85522,                0.79322,                0.87563,                0.47351,                 1.3741,                 1.9752,                0.69657,                 1.1052,             2.9877e-05,             2.9877e-05,             2.9877e-05
                    193,                 1.1876,                 1.5373,                0.58032,                0.96836,                0.84489,                0.83256,                0.89532,                0.53376,                0.85262,                0.79807,                0.87897,                0.47305,                 1.3733,                 1.9725,                0.69971,                 1.1055,             2.7806e-05,             2.7806e-05,             2.7806e-05
                    194,                 1.1937,                 1.5352,                0.58198,                0.98056,                 0.8424,                0.83085,                0.89335,                0.53313,                0.84828,                0.79879,                0.87803,                0.47429,                 1.3737,                 1.9761,                0.69627,                 1.1075,             2.5979e-05,             2.5979e-05,             2.5979e-05
                    195,                 1.1827,                 1.5431,                0.57823,                 0.9772,                0.84491,                0.82858,                0.89476,                0.53327,                0.85536,                0.79318,                0.87577,                0.47309,                  1.374,                  1.972,                0.69561,                 1.1066,             2.4394e-05,             2.4394e-05,             2.4394e-05
                    196,                 1.1801,                 1.5254,                0.57906,                0.97481,                0.84226,                0.83462,                 0.8951,                0.53402,                0.84174,                0.80836,                0.87789,                0.47157,                 1.3702,                 1.9715,                0.69201,                  1.105,             2.3052e-05,             2.3052e-05,             2.3052e-05
                    197,                 1.1799,                  1.529,                0.57594,                0.96677,                0.83958,                0.83679,                0.89437,                0.53387,                0.84275,                0.80678,                0.87843,                0.47318,                 1.3715,                 1.9706,                0.69082,                 1.1046,             2.1954e-05,             2.1954e-05,             2.1954e-05
                    198,                 1.1777,                 1.5314,                0.57507,                 0.9675,                0.84261,                0.83332,                0.89431,                0.53444,                0.84772,                 0.8028,                0.87912,                0.47217,                  1.371,                 1.9759,                0.68931,                 1.1051,             2.1099e-05,             2.1099e-05,             2.1099e-05
                    199,                 1.1824,                 1.5322,                0.57815,                0.97103,                0.85068,                0.82771,                0.89482,                0.53563,                0.84193,                0.80496,                0.87941,                0.47477,                 1.3705,                 1.9736,                0.69049,                 1.1058,             2.0489e-05,             2.0489e-05,             2.0489e-05
                    200,                 1.1767,                 1.5253,                0.57314,                0.97365,                0.84108,                 0.8364,                0.89489,                 0.5342,                0.84283,                0.80656,                0.87822,                0.47242,                 1.3705,                 1.9708,                0.69136,                 1.1062,             2.0122e-05,             2.0122e-05,             2.0122e-05
